NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO
407.1,408.7,390.6,397.1,340.0
573.7,630.3,566.4,558.2,300.0
452.0,460.7,590.8,471.1,520.0
403.3,576.8,506.6,654.1,640.0
369.8,505.1,438.3,437.2,320.0
542.9,649.1,574.7,505.5,720.0
536.6,613.0,611.4,662.4,720.0
509.4,473.6,398.7,478.4,280.0
494.2,485.2,477.6,478.3,380.0
519.7,395.0,520.3,508.0,600.0
394.3,496.8,502.5,498.3,300.0
597.8,642.2,571.8,578.8,360.0
526.2,467.9,510.9,516.4,360.0
503.2,431.5,452.5,457.0,360.0
435.8,509.8,457.1,440.2,420.0
612.3,608.9,567.6,610.1,660.0
381.5,536.9,394.6,386.5,520.0
441.3,608.5,574.3,724.1,680.0
476.8,486.3,519.1,551.3,360.0
418.8,615.4,554.4,495.9,600.0
462.7,618.7,495.9,547.5,580.0
581.9,647.9,596.5,651.7,700.0
459.5,524.4,449.0,483.4,360.0
438.5,497.1,506.6,459.5,480.0
401.7,564.6,367.8,387.2,260.0
530.7,633.6,562.5,650.0,360.0
487.6,589.1,509.1,500.9,460.0
631.8,626.1,588.7,788.0,600.0
492.5,663.7,602.4,674.4,680.0
531.6,607.1,506.7,491.5,420.0
443.7,525.7,532.6,526.2,300.0
457.8,454.7,443.1,471.2,0.0
380.7,419.2,405.4,457.9,440.0
496.5,565.6,461.4,458.7,300.0
486.7,618.9,516.1,694.0,680.0
546.8,447.5,451.4,446.5,300.0
516.1,401.7,466.2,572.4,680.0
475.6,605.7,571.7,565.9,640.0
561.2,576.4,559.4,502.4,640.0
404.6,446.4,452.5,577.4,520.0
453.1,612.8,522.3,511.5,300.0
455.1,675.5,653.3,680.0,840.0
580.5,605.7,565.8,462.1,0.0
498.4,499.6,488.8,395.7,200.0
451.2,459.4,589.3,700.6,740.0
567.6,582.8,489.8,522.8,760.0
551.6,658.4,600.7,479.3,540.0
478.7,505.4,434.9,492.3,340.0
579.2,669.2,597.5,566.2,600.0
547.4,493.3,503.5,597.1,340.0
495.4,637.8,582.8,532.9,540.0
452.6,615.9,562.6,458.6,580.0
463.3,523.2,474.5,446.2,360.0
386.2,550.0,570.2,482.6,320.0
502.0,610.2,490.5,506.7,780.0
519.1,434.8,418.6,483.2,720.0
462.7,614.0,596.8,574.9,580.0
426.8,618.7,550.4,454.1,280.0
566.7,638.8,602.9,604.4,680.0
462.2,549.8,538.9,578.5,300.0
640.5,682.9,586.6,556.0,640.0
577.9,622.2,564.0,454.4,560.0
391.2,573.3,446.8,395.0,300.0
386.8,504.3,534.7,389.8,660.0
642.6,679.3,548.5,698.1,800.0
536.7,623.9,590.2,626.2,640.0
629.8,636.2,582.2,657.1,920.0
430.3,552.0,523.8,430.2,380.0
423.7,526.2,361.0,519.3,600.0
485.6,635.9,647.9,432.0,580.0
579.5,667.3,585.8,707.9,400.0
496.3,484.1,535.8,673.2,420.0
638.8,672.1,605.0,724.0,760.0
478.9,611.2,488.2,573.6,560.0
585.4,646.8,550.8,532.6,660.0
458.1,593.6,551.3,383.3,580.0
715.6,644.0,599.2,628.4,840.0
546.5,699.5,641.7,642.8,820.0
455.2,529.0,491.8,526.8,560.0
372.1,464.5,507.2,539.4,380.0
601.3,691.2,600.6,705.7,540.0
434.6,590.9,500.9,435.5,220.0
416.5,570.1,419.2,470.5,380.0
491.2,617.7,537.6,511.2,560.0
540.4,600.7,524.8,604.9,540.0
437.1,415.3,338.9,445.3,320.0
526.7,644.9,636.1,566.2,540.0
432.2,573.5,530.7,433.0,340.0
598.0,676.4,654.3,687.0,780.0
505.0,652.0,578.4,644.1,540.0
570.4,420.2,487.2,499.8,440.0
524.2,676.9,611.1,678.1,720.0
405.6,456.2,354.4,442.2,400.0
557.1,528.0,558.5,583.5,580.0
530.4,635.5,608.8,626.4,0.0
636.5,677.7,543.2,584.9,800.0
421.7,451.0,473.2,469.6,300.0
586.5,677.5,661.0,658.1,620.0
433.8,611.3,555.1,588.1,640.0
448.4,610.0,545.3,414.7,540.0
532.9,560.5,544.1,561.2,560.0
455.7,439.4,533.0,557.7,380.0
431.6,531.1,494.9,397.8,0.0
522.7,565.5,530.3,608.7,560.0
468.9,458.5,470.9,422.7,480.0
711.6,720.5,646.4,864.9,820.0
597.6,664.3,594.7,737.4,560.0
529.0,677.2,576.8,558.3,360.0
455.8,592.2,606.3,537.6,780.0
442.6,506.9,517.2,703.3,760.0
451.3,492.4,504.6,627.7,520.0
386.7,518.6,513.6,452.3,360.0
602.1,650.7,602.7,642.4,600.0
394.5,441.8,400.3,507.5,480.0
465.9,617.6,463.5,625.0,580.0
398.2,517.3,476.8,503.3,640.0
577.4,628.3,579.1,697.5,840.0
421.8,553.9,446.4,440.0,400.0
535.5,607.0,507.0,568.2,500.0
497.5,637.2,543.6,389.9,420.0
417.2,494.6,389.3,539.7,360.0
415.6,543.3,545.5,553.5,560.0
430.6,514.2,389.5,486.6,560.0
430.1,429.3,448.0,574.9,520.0
531.3,519.3,555.3,464.1,560.0
478.7,590.8,571.5,435.9,520.0
489.0,622.3,557.1,609.2,720.0
551.7,612.1,526.4,701.4,620.0
442.7,526.4,565.4,744.3,520.0
418.6,634.8,527.9,425.5,520.0
595.9,586.2,543.7,647.2,540.0
384.9,399.6,396.2,411.4,260.0
531.1,630.9,602.6,712.5,340.0
451.4,439.0,494.4,435.6,520.0
465.3,628.3,551.5,525.2,340.0
386.6,574.3,520.3,598.8,540.0
423.5,625.2,566.8,573.8,340.0
610.6,643.8,607.4,643.4,540.0
416.6,630.8,552.7,584.4,700.0
471.1,460.2,550.5,560.3,500.0
440.2,585.4,510.5,473.8,400.0
490.7,526.3,486.3,405.2,480.0
697.4,699.1,666.1,749.6,980.0
512.0,638.7,618.2,590.9,820.0
498.7,608.5,555.1,513.8,560.0
436.0,611.4,531.1,569.6,520.0
456.4,598.3,533.7,430.4,520.0
533.3,565.1,485.8,478.8,340.0
637.6,614.5,572.8,687.8,860.0
457.1,551.7,532.1,489.1,440.0
602.2,695.0,638.6,725.1,840.0
444.9,568.4,411.9,546.5,0.0
469.0,473.2,344.7,395.0,520.0
452.7,612.7,521.5,486.2,440.0
568.3,625.6,573.2,532.4,720.0
658.0,633.9,634.8,765.6,580.0
500.6,546.3,566.4,665.5,640.0
479.8,539.2,562.1,618.0,640.0
590.3,662.8,644.1,705.2,660.0
421.2,481.4,482.1,510.9,580.0
422.4,602.3,528.8,546.4,460.0
570.3,615.0,553.2,465.8,380.0
380.8,472.0,469.9,473.9,0.0
481.8,540.6,574.4,435.6,580.0
464.3,642.5,563.8,617.3,320.0
513.1,491.6,568.7,536.2,480.0
497.8,607.1,564.6,524.5,520.0
462.1,614.5,621.7,589.8,380.0
463.6,495.1,451.2,404.2,500.0
456.3,481.8,456.4,489.7,380.0
430.9,540.7,572.1,574.9,640.0
568.9,614.2,566.0,668.1,440.0
622.8,649.3,590.8,594.1,700.0
523.3,594.2,533.6,609.6,420.0
571.2,674.4,619.1,707.3,680.0
465.9,429.6,504.9,470.3,660.0
593.6,623.4,545.3,423.3,420.0
441.7,516.3,447.5,424.7,420.0
637.5,589.1,573.6,459.2,800.0
599.8,681.8,611.8,667.0,960.0
550.0,605.1,577.8,543.0,600.0
564.5,622.2,564.7,508.3,620.0
508.8,623.6,467.9,636.7,580.0
437.6,654.3,565.6,609.2,700.0
468.8,623.7,524.0,523.0,620.0
391.9,519.4,460.0,392.8,400.0
406.2,594.9,411.5,412.4,480.0
503.7,584.3,475.4,588.9,580.0
433.7,550.6,526.2,389.5,720.0
435.2,523.2,542.4,616.5,480.0
618.6,645.0,636.3,734.4,580.0
392.3,542.3,567.7,395.8,460.0
383.8,478.4,478.0,402.1,260.0
380.7,536.2,560.5,513.0,480.0
468.9,479.6,379.1,502.9,460.0
385.0,573.4,534.4,493.5,360.0
422.2,644.0,620.7,647.4,580.0
433.7,409.7,425.2,419.1,0.0
386.5,458.8,419.0,414.6,460.0
591.4,646.4,594.8,483.6,660.0
426.1,642.8,538.9,591.5,660.0
530.9,489.0,511.0,511.1,360.0
418.7,571.2,518.3,481.4,380.0
567.6,603.0,513.6,513.4,720.0
413.6,620.7,510.6,511.5,460.0
413.3,537.3,488.8,549.8,500.0
411.1,527.4,365.6,410.9,280.0
471.8,650.0,569.6,557.5,840.0
477.4,512.1,549.6,452.2,360.0
463.2,559.7,578.9,723.6,640.0
554.0,651.6,599.9,513.0,560.0
472.4,523.0,552.4,666.3,500.0
542.4,618.9,516.8,562.9,380.0
505.4,650.9,692.4,610.8,800.0
454.6,603.0,606.1,465.0,620.0
451.9,616.8,509.4,592.4,600.0
364.7,467.5,481.5,381.8,340.0
577.6,615.6,580.7,841.0,560.0
479.0,619.4,569.0,534.3,620.0
509.2,608.0,556.3,556.7,340.0
482.7,554.9,439.7,564.7,460.0
582.0,640.1,605.4,633.6,800.0
564.2,628.9,636.1,630.2,660.0
516.1,646.9,610.4,435.6,720.0
471.6,439.1,378.4,447.0,320.0
435.4,623.9,537.0,483.7,480.0
407.3,528.6,333.3,652.8,0.0
449.5,501.8,489.4,400.8,500.0
428.2,575.5,421.7,467.4,440.0
586.6,638.0,584.3,672.1,940.0
443.0,584.1,505.4,405.7,460.0
571.9,693.1,618.3,562.8,480.0
425.8,404.3,425.6,555.5,340.0
432.4,534.3,499.9,453.0,520.0
578.7,653.7,606.1,735.4,680.0
458.4,468.3,517.4,491.9,660.0
622.3,694.4,618.3,779.5,880.0
453.5,576.0,492.9,476.3,480.0
589.5,556.5,399.3,647.7,460.0
427.6,504.4,432.6,542.8,340.0
602.1,695.3,626.0,645.6,820.0
426.0,600.8,560.0,580.1,620.0
582.4,648.0,490.8,510.9,920.0
575.1,652.5,555.2,703.0,580.0
385.0,572.2,507.3,541.5,440.0
388.8,443.5,403.2,440.1,320.0
556.7,694.4,637.4,703.0,660.0
467.7,420.9,482.5,466.5,600.0
618.2,658.5,596.5,722.4,420.0
528.9,471.6,544.4,514.5,340.0
507.4,644.5,603.4,569.8,600.0
726.8,692.3,635.9,800.0,760.0
470.0,550.6,548.1,582.1,600.0
576.3,539.4,395.9,504.0,480.0
540.0,628.2,574.8,534.9,620.0
414.9,522.6,515.4,543.5,600.0
636.7,580.4,637.5,714.7,900.0
548.3,680.6,537.1,533.5,760.0
423.8,505.7,455.2,466.8,420.0
627.4,652.7,563.3,711.4,840.0
431.7,652.3,613.6,536.4,560.0
468.2,620.0,588.8,569.4,640.0
644.6,689.7,630.9,683.7,920.0
520.1,517.5,487.4,477.8,600.0
462.2,501.5,498.0,526.3,340.0
536.0,614.2,466.9,683.8,620.0
372.1,414.4,361.9,413.8,0.0
444.7,600.8,429.8,403.0,0.0
619.6,669.1,626.9,771.5,780.0
382.8,455.5,379.5,454.7,360.0
462.7,599.5,498.2,461.4,560.0
490.8,515.0,468.4,535.4,380.0
490.8,567.4,472.2,392.9,520.0
453.4,559.2,464.9,418.7,540.0
435.6,540.7,502.4,397.4,520.0
651.0,670.7,595.1,824.4,760.0
508.1,681.0,654.3,652.9,760.0
570.6,469.6,575.4,554.6,880.0
364.7,483.4,401.4,525.8,480.0
521.8,430.8,497.4,408.4,400.0
421.0,626.2,615.7,618.3,840.0
459.0,615.5,584.4,700.2,680.0
477.5,610.4,562.5,533.5,800.0
540.5,641.1,612.8,568.7,680.0
496.8,561.7,442.1,438.6,200.0
466.1,643.4,576.9,731.0,920.0
534.7,645.2,627.3,587.0,820.0
400.5,494.0,472.5,513.5,340.0
465.1,633.0,602.6,487.7,580.0
461.3,649.1,586.7,656.8,540.0
505.5,667.0,603.2,706.8,540.0
372.9,455.7,428.2,401.9,380.0
398.7,616.7,525.7,462.1,320.0
459.2,493.8,486.5,437.0,540.0
368.0,591.4,526.4,506.8,360.0
410.3,479.1,500.3,436.5,320.0
488.0,636.6,567.7,444.7,520.0
412.0,464.9,440.4,402.2,300.0
441.8,426.0,475.1,458.3,520.0
521.4,533.2,489.5,605.5,340.0
432.7,494.8,437.5,494.0,420.0
544.0,648.9,555.5,744.4,620.0
416.5,572.6,542.4,552.0,400.0
536.3,558.7,508.2,564.3,340.0
439.1,492.2,483.4,479.7,680.0
634.3,691.0,615.6,686.8,540.0
421.9,431.8,461.9,506.5,360.0
476.6,474.7,432.4,434.7,0.0
418.0,542.2,511.2,508.4,380.0
624.0,612.3,604.4,703.7,560.0
487.1,619.0,547.9,524.0,520.0
651.2,634.1,574.8,502.1,680.0
464.0,487.7,463.2,534.3,280.0
489.3,479.3,486.3,529.3,560.0
652.2,669.9,629.4,855.3,920.0
421.4,536.8,461.7,476.3,480.0
700.9,682.9,686.9,767.8,880.0
473.9,449.5,545.2,471.5,440.0
415.9,465.6,459.9,548.4,340.0
430.9,603.4,561.0,460.8,380.0
592.6,688.1,639.1,676.1,780.0
586.1,631.2,555.7,439.2,640.0
539.7,644.7,617.3,661.6,760.0
453.7,522.0,530.0,462.4,280.0
564.6,611.3,553.9,509.4,760.0
550.0,604.3,562.5,512.2,480.0
388.3,489.0,487.2,477.6,0.0
407.8,476.6,526.6,506.8,480.0
449.2,612.9,578.6,424.4,560.0
522.1,396.8,473.5,580.4,360.0
587.9,626.8,590.0,543.5,580.0
475.8,570.1,550.7,400.3,320.0
476.6,467.7,501.0,399.4,260.0
528.5,666.6,570.4,688.3,640.0
476.0,605.4,566.5,575.9,480.0
493.3,631.5,592.7,586.4,600.0
455.4,539.0,458.2,430.5,520.0
546.6,609.6,581.6,599.5,540.0
440.6,553.2,587.5,556.3,560.0
485.5,416.1,390.7,478.9,300.0
403.1,613.8,578.7,518.7,620.0
396.1,461.1,384.2,456.7,400.0
601.7,618.0,619.0,565.6,440.0
610.7,693.3,593.2,668.4,740.0
550.8,483.7,504.1,488.6,680.0
406.6,485.7,369.5,442.8,460.0
561.1,643.9,549.4,492.2,600.0
573.4,669.2,619.1,684.4,780.0
423.0,478.5,444.3,494.4,380.0
505.3,644.8,625.4,442.3,760.0
582.1,630.4,556.0,540.5,920.0
628.5,590.4,584.6,630.5,800.0
536.5,631.1,563.0,508.1,640.0
417.3,539.6,384.6,421.7,320.0
683.4,742.7,692.1,845.1,900.0
651.3,677.4,630.1,794.3,800.0
475.1,464.4,515.3,632.6,680.0
732.6,721.1,692.0,820.1,980.0
416.5,544.7,474.1,464.4,400.0
454.5,545.1,527.6,498.9,720.0
418.3,404.0,434.4,467.0,360.0
536.4,625.1,600.7,635.1,560.0
587.3,683.7,595.7,496.4,640.0
516.5,573.1,504.4,478.1,580.0
408.2,632.0,584.6,558.3,420.0
548.4,643.2,584.7,558.1,400.0
426.4,485.6,439.6,418.7,320.0
393.9,503.0,446.1,506.2,440.0
491.2,682.7,490.0,618.6,860.0
509.8,674.7,596.4,490.2,0.0
460.6,448.1,443.5,508.4,340.0
488.9,654.8,588.3,633.9,640.0
743.5,731.0,685.4,859.9,920.0
499.6,641.7,582.0,572.4,500.0
620.3,662.1,633.3,723.1,540.0
466.6,575.9,552.7,417.2,360.0
453.7,624.8,395.1,642.8,360.0
399.2,488.3,489.6,386.0,440.0
493.7,518.8,518.8,634.5,380.0
474.2,581.5,435.1,380.1,700.0
448.9,605.3,521.9,487.8,320.0
395.7,447.7,515.1,563.4,580.0
573.2,637.1,590.6,688.0,820.0
641.0,701.5,677.6,712.3,800.0
498.8,650.2,577.0,670.5,600.0
446.9,421.4,409.5,494.9,280.0
453.0,666.9,571.7,569.4,700.0
464.9,514.3,378.7,512.9,360.0
443.7,613.6,559.4,626.0,560.0
445.1,455.3,509.7,401.1,500.0
597.1,673.2,676.0,708.5,820.0
622.1,657.1,592.9,596.7,560.0
559.7,643.3,535.0,492.1,540.0
449.6,441.8,380.3,395.6,160.0
381.6,526.8,475.4,383.6,400.0
445.8,553.0,507.1,492.1,480.0
591.0,594.3,534.4,535.7,320.0
600.4,655.3,647.2,542.2,780.0
437.0,446.7,506.2,419.8,0.0
439.9,619.3,579.5,610.9,560.0
396.4,440.5,371.6,512.4,340.0
482.5,609.5,513.8,428.3,380.0
521.2,471.8,479.9,407.6,300.0
431.9,582.6,460.5,517.3,0.0
542.3,486.8,492.9,459.5,320.0
428.5,522.0,482.2,658.0,440.0
571.2,600.2,570.2,457.1,660.0
430.9,528.9,519.8,382.3,420.0
495.0,520.9,501.4,506.7,540.0
456.7,474.7,354.9,595.3,320.0
444.2,611.1,575.7,703.6,320.0
391.8,425.4,476.5,445.9,460.0
509.3,631.6,603.2,584.9,800.0
405.5,565.0,536.0,437.4,300.0
371.4,401.3,420.9,413.6,360.0
474.6,502.7,509.7,545.7,540.0
431.9,403.1,458.8,566.6,520.0
520.2,492.3,531.0,536.5,0.0
496.6,554.1,514.9,476.5,520.0
547.3,473.7,576.0,609.9,600.0
495.8,559.4,467.6,540.0,0.0
569.2,584.1,521.7,461.6,540.0
473.9,598.7,548.8,460.2,580.0
721.0,707.0,681.9,918.1,780.0
459.9,486.1,354.7,459.3,300.0
509.8,627.7,639.6,513.1,500.0
408.3,579.0,409.9,538.7,340.0
438.8,560.8,516.7,425.5,320.0
376.5,433.2,360.5,457.2,0.0
547.4,629.0,611.6,556.8,520.0
568.6,591.6,566.2,619.1,520.0
423.1,555.3,489.8,531.7,480.0
498.8,587.4,553.6,592.6,600.0
424.9,602.9,572.8,520.3,660.0
463.6,522.7,436.7,434.5,520.0
382.1,453.2,393.9,429.6,320.0
544.9,624.5,524.7,596.1,280.0
467.9,553.4,547.1,579.6,440.0
576.1,662.2,630.4,539.8,900.0
488.2,607.0,592.2,578.2,720.0
401.9,483.5,493.4,506.4,280.0
380.5,453.7,477.3,422.9,420.0
494.9,614.4,528.5,424.9,340.0
497.6,485.1,433.0,378.6,560.0
525.5,647.9,618.3,684.5,560.0
414.2,411.0,398.6,457.1,360.0
570.8,644.7,562.1,540.3,340.0
419.4,508.4,424.1,403.7,420.0
460.2,492.2,366.7,414.8,520.0
479.8,636.0,538.6,558.5,480.0
400.3,517.0,530.2,391.2,320.0
537.8,643.0,579.6,650.7,600.0
400.7,422.0,449.5,410.6,0.0
400.4,460.6,479.8,586.8,620.0
432.6,579.9,501.7,413.7,540.0
405.6,416.7,523.3,389.6,300.0
429.1,501.1,481.1,503.5,340.0
405.0,662.3,542.7,600.8,600.0
446.3,599.3,505.8,429.9,520.0
540.7,557.3,538.3,630.7,520.0
514.9,580.3,537.4,506.1,320.0
510.0,611.4,569.0,677.8,720.0
680.5,726.0,652.3,784.0,880.0
503.4,637.6,578.1,484.3,380.0
651.2,630.2,629.0,631.5,660.0
410.0,510.8,473.7,605.7,360.0
423.4,493.0,440.1,411.2,500.0
570.5,601.1,551.9,404.1,600.0
441.1,567.6,446.2,409.6,580.0
513.2,624.4,566.9,683.0,460.0
457.3,633.8,566.7,443.4,940.0
623.2,663.8,602.8,548.9,840.0
542.5,645.9,614.5,678.6,900.0
539.6,602.3,583.4,628.0,600.0
586.3,499.6,541.9,673.3,360.0
578.5,637.8,540.4,616.4,780.0
405.2,632.5,579.5,494.6,440.0
569.1,580.1,474.7,539.1,280.0
444.2,554.8,444.4,388.3,480.0
423.6,610.6,443.8,542.1,520.0
465.9,425.1,495.8,444.5,400.0
454.6,550.7,487.1,461.0,480.0
430.9,488.7,414.7,439.7,560.0
455.1,518.1,488.3,580.7,360.0
428.9,532.7,512.6,389.0,360.0
400.8,647.8,552.2,407.6,480.0
450.6,459.2,433.9,529.6,380.0
474.8,644.9,591.0,566.1,540.0
429.4,508.3,563.3,389.5,320.0
389.0,574.4,543.3,666.0,560.0
664.7,675.5,648.0,823.5,780.0
432.5,509.6,529.2,559.6,460.0
398.4,579.9,514.6,617.0,600.0
465.0,479.2,511.0,396.0,740.0
508.4,587.9,543.0,568.4,640.0
477.5,478.6,480.5,417.1,440.0
502.1,595.8,564.3,554.0,700.0
411.0,512.5,539.5,656.2,320.0
402.5,572.0,420.2,417.1,320.0
540.3,527.5,450.5,384.9,340.0
499.3,606.0,418.7,402.9,320.0
417.2,480.3,503.8,457.1,400.0
518.0,598.1,558.8,507.4,360.0
549.6,591.9,549.5,594.4,500.0
449.3,450.5,516.7,541.4,360.0
409.0,623.6,552.9,471.0,700.0
459.2,582.3,589.4,593.8,580.0
406.5,595.1,531.0,601.8,560.0
477.9,539.4,486.9,534.4,280.0
452.8,652.0,637.9,683.1,680.0
403.3,497.0,508.5,454.7,600.0
412.5,554.5,575.9,694.1,420.0
484.5,643.7,609.5,684.5,660.0
684.9,652.1,619.9,871.7,700.0
385.7,594.0,474.7,411.6,440.0
466.7,545.2,495.4,458.0,300.0
732.5,708.7,691.7,761.8,860.0
424.2,459.2,402.0,408.9,420.0
658.3,670.2,677.7,752.9,760.0
467.3,521.3,479.0,468.1,620.0
578.7,586.8,594.1,494.3,300.0
549.2,583.3,421.6,488.2,400.0
632.0,682.8,625.1,713.6,700.0
474.1,548.9,418.9,508.1,340.0
382.7,429.4,514.7,644.6,620.0
378.1,470.6,556.3,533.4,360.0
442.1,629.0,470.3,409.0,340.0
437.0,608.5,454.2,420.6,440.0
491.4,632.0,593.4,651.6,560.0
524.3,587.5,579.0,665.9,560.0
669.0,600.8,570.5,724.4,780.0
530.5,596.0,535.7,630.0,460.0
500.9,653.1,529.7,589.8,580.0
491.3,627.3,584.1,582.0,580.0
417.8,514.8,457.8,624.1,860.0
505.1,629.5,566.2,576.0,380.0
540.8,404.7,438.0,499.2,260.0
431.4,523.3,461.3,465.5,540.0
447.6,457.2,514.9,437.0,440.0
556.5,649.8,549.7,497.8,540.0
473.6,610.9,544.0,500.3,780.0
438.5,513.1,488.1,470.8,380.0
465.2,482.0,484.3,510.4,340.0
539.4,599.9,531.7,451.7,720.0
414.1,555.4,506.4,470.3,540.0
548.4,625.1,599.6,646.7,680.0
507.9,430.1,491.9,390.0,320.0
525.7,528.9,404.9,625.5,580.0
546.1,593.9,518.7,628.6,800.0
423.0,616.0,567.5,516.3,580.0
455.1,535.8,525.8,505.5,400.0
506.1,403.2,550.4,560.1,760.0
559.4,655.2,593.4,476.5,580.0
483.1,589.4,536.7,430.8,360.0
439.0,489.9,458.1,588.8,380.0
460.5,595.6,540.2,382.0,0.0
421.1,624.1,536.0,638.1,620.0
440.6,588.2,561.3,410.2,540.0
520.5,645.3,573.0,588.2,580.0
479.1,593.1,590.1,596.1,540.0
532.2,617.9,536.7,721.5,460.0
511.2,635.8,568.7,486.9,280.0
456.8,427.8,480.9,483.0,520.0
476.3,579.8,577.6,553.1,320.0
414.1,579.6,537.8,447.7,460.0
578.7,721.4,618.4,726.5,840.0
440.0,496.1,540.7,512.4,500.0
413.6,517.1,418.0,461.5,320.0
429.3,552.2,358.7,490.2,560.0
605.2,662.8,603.6,532.9,620.0
365.4,456.3,429.7,479.1,260.0
460.2,447.8,502.3,569.9,0.0
497.3,545.2,526.0,489.1,340.0
493.8,489.7,346.4,521.0,400.0
537.8,429.4,421.5,451.1,600.0
460.3,536.0,490.6,386.7,320.0
575.7,644.2,596.2,574.1,640.0
503.0,644.3,588.0,633.2,920.0
574.5,599.8,522.7,430.9,520.0
499.8,577.5,514.6,534.6,520.0
493.6,663.0,553.0,489.5,560.0
465.7,670.2,623.0,495.6,680.0
443.6,571.9,526.8,502.9,480.0
491.5,543.8,451.6,477.2,360.0
459.1,577.2,426.3,392.2,460.0
461.0,594.1,472.8,445.9,280.0
417.9,553.3,537.1,519.5,580.0
544.5,648.3,603.1,729.2,720.0
425.5,500.7,539.4,466.0,520.0
506.6,602.8,472.4,597.0,880.0
390.5,517.5,456.7,438.4,680.0
415.1,530.9,485.2,438.7,460.0
496.7,635.1,613.0,619.7,380.0
415.5,614.8,586.7,550.3,360.0
444.6,461.9,373.3,576.6,460.0
402.1,606.5,613.5,465.2,340.0
377.2,462.5,516.7,423.5,560.0
413.3,649.6,528.4,488.9,580.0
501.4,663.9,605.3,605.4,720.0
466.0,495.9,504.7,463.4,400.0
552.7,542.5,509.2,439.3,680.0
500.8,512.3,441.0,444.7,440.0
604.8,663.5,611.9,685.0,580.0
473.6,603.8,464.8,383.6,320.0
461.8,643.9,577.6,509.7,520.0
476.5,551.6,564.9,602.5,540.0
592.9,647.1,516.4,668.8,800.0
467.0,556.7,525.8,632.2,560.0
500.4,646.3,604.5,429.2,620.0
444.6,541.8,500.8,576.4,520.0
412.6,510.9,587.1,487.1,600.0
476.0,562.5,444.3,506.2,260.0
411.9,471.1,575.6,524.2,600.0
449.7,448.0,398.4,544.5,480.0
501.8,527.5,498.7,493.4,360.0
500.9,553.7,512.4,580.3,340.0
440.1,648.3,592.5,440.0,560.0
594.5,621.1,568.1,670.9,480.0
547.9,636.0,627.5,600.2,660.0
658.6,692.9,587.2,713.0,920.0
479.3,589.1,517.7,537.5,560.0
487.3,474.5,512.7,455.8,400.0
420.6,453.3,461.9,428.5,340.0
457.5,532.1,491.7,518.4,300.0
585.9,560.5,475.9,485.7,760.0
479.4,471.4,515.5,520.9,340.0
557.9,414.4,440.1,463.6,220.0
493.2,551.1,399.5,551.3,320.0
584.2,570.8,490.2,568.1,640.0
435.4,542.1,445.8,380.3,340.0
638.7,675.3,597.1,747.1,620.0
494.3,617.8,575.6,542.1,360.0
474.7,534.0,437.6,591.8,340.0
456.6,456.2,489.3,406.7,360.0
418.1,519.3,493.0,450.9,560.0
536.1,651.7,548.1,549.0,640.0
544.1,647.9,529.5,466.1,840.0
495.6,598.5,563.8,531.1,780.0
437.8,545.2,536.4,567.0,580.0
549.1,632.0,565.2,499.8,480.0
512.4,572.0,574.1,501.9,640.0
439.7,583.6,457.4,393.6,460.0
491.8,467.0,461.3,451.8,440.0
489.8,670.5,629.2,637.4,640.0
506.1,631.8,584.9,655.3,620.0
533.4,631.1,598.7,693.1,580.0
406.3,532.2,445.0,451.5,500.0
563.9,511.3,590.4,657.3,800.0
462.0,434.6,436.2,557.6,280.0
489.4,594.3,513.2,459.7,340.0
566.8,590.2,518.4,589.6,460.0
456.9,543.8,447.4,558.2,360.0
461.9,609.0,566.4,387.2,380.0
415.9,422.9,507.0,432.5,580.0
582.3,607.7,519.6,700.5,640.0
477.5,497.6,452.9,473.4,320.0
546.7,645.6,569.0,577.0,560.0
468.4,552.9,561.0,503.4,480.0
464.1,466.4,437.7,593.7,400.0
454.2,425.6,428.9,529.7,360.0
512.4,567.2,531.3,481.6,360.0
474.1,545.8,556.6,512.4,620.0
447.0,468.0,503.3,383.4,280.0
476.5,427.9,483.1,395.8,400.0
642.3,689.5,591.8,643.5,680.0
454.6,615.3,568.5,533.9,560.0
540.6,624.2,555.3,678.3,680.0
393.6,501.0,391.8,488.4,480.0
632.5,630.8,619.5,589.3,800.0
665.6,693.9,616.0,728.1,840.0
542.2,594.0,549.5,645.4,320.0
388.5,566.8,486.9,495.9,280.0
403.2,571.2,493.3,475.9,580.0
437.7,533.7,451.9,483.1,600.0
560.3,617.3,609.4,536.0,340.0
489.9,574.5,517.8,408.7,220.0
457.4,541.9,550.6,448.3,440.0
503.0,562.2,572.2,524.5,340.0
593.4,645.7,638.9,744.4,760.0
412.4,406.3,405.5,434.6,300.0
412.2,439.9,561.0,469.6,580.0
385.0,432.3,462.0,421.9,340.0
467.6,625.3,549.2,405.1,480.0
405.6,598.9,513.5,403.7,580.0
537.6,616.3,576.9,649.4,680.0
448.1,495.9,491.0,456.2,300.0
446.3,489.2,464.3,525.1,280.0
447.7,590.5,531.1,624.4,560.0
417.1,541.8,516.1,660.3,360.0
461.3,582.9,445.7,531.2,340.0
453.0,462.1,387.9,474.8,320.0
445.2,603.4,545.7,535.1,560.0
508.1,463.3,465.6,487.6,280.0
568.3,554.5,519.0,547.9,520.0
494.3,447.4,353.4,495.0,340.0
432.8,427.2,427.5,576.0,320.0
412.0,609.6,492.0,421.6,740.0
